ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Page 1, Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, PCR NTC, PCR NTC
16,5.150624153,4.572541977,4.571399507,4.986750083,5.034256504,4.315578371,4.549695365,5.392640065,4.745010845,4.973351208,4.667516812,4.677124966,4.700694285,4.963105865,4.448658841,5.078711121,3.998215868,5.154388604,4.87238521,4.382187635,4.879181244,4.401464866,4.989918146,4.442950332,4.932805807,4.757000076,4.456753389,4.461846996,5.01029984,4.765065559,4.739299611,4.464571821
17,5.192318172,4.510376135,4.494449531,5.014550567,5.091113967,4.228987055,4.523180997,5.390910709,4.758068208,5.011607756,4.644439358,4.622339208,4.659596653,4.989903614,4.468604562,5.178677278,3.924874749,5.178090392,4.919835639,4.465443765,4.860405381,4.415491429,5.002846394,4.490143259,5.033315531,4.803774847,4.383281198,4.435688672,5.015992629,4.811169604,4.792350144,4.502819985
18,5.202004018,4.540957758,4.553546451,5.004305224,5.125632614,4.31286717,4.456070366,5.446612497,4.789196612,5.11122737,4.685854887,4.701972229,4.691822254,4.981131633,4.525280929,5.244271509,3.985539142,5.168841077,4.924086366,4.462977798,4.885393846,4.477977962,5.019455253,4.500824574,5.021861483,4.832023601,4.440089265,4.462246637,4.963378347,4.919508659,4.808626434,4.504158083
19,5.221541924,4.59742592,4.570898698,5.038274713,5.197350017,4.31342031,4.524082006,5.570687419,4.825614811,4.989223316,4.731235805,4.754711223,4.673711248,4.95236642,4.517918947,5.232032502,3.94554709,5.221764452,4.880470995,4.444517106,4.851962056,4.471983346,4.975204089,4.572365911,5.044750016,4.853073226,4.407695633,4.504654002,5.117221986,4.91918168,4.796164899,4.508405178
20,5.316477983,4.566770937,4.554818036,5.079346914,5.265536325,4.270695048,4.513313497,5.487035281,4.85516645,5.110598564,4.668673815,4.688116492,4.688588795,4.976679128,4.476292762,5.264832063,3.927890222,5.33671575,4.826174309,4.472654072,4.914072633,4.520332647,4.978001577,4.510185397,5.05658554,4.906487627,4.452800575,4.519252777,5.098366195,4.918854701,4.832205256,4.605172808
21,5.287352814,4.559872587,4.593669853,5.061744542,5.313801785,4.240278731,4.538142105,5.548180362,4.807450217,5.052516467,4.674274379,4.599428235,4.673402435,5.059255868,4.486661072,5.320617482,3.851846635,5.256224409,4.913287674,4.487296864,4.899126966,4.479696698,5.122453651,4.489407696,5.063379437,4.89204242,4.424789371,4.497160732,5.043615371,4.896620127,4.856660563,4.623388266
22,5.308940697,4.507515068,4.679655909,5.047139478,5.272246382,4.207389181,4.575744695,5.358733736,4.833199817,5.116895007,4.715444673,4.68986038,4.635808229,5.06375728,4.532633766,5.34523537,4.046215763,5.268068317,4.973896173,4.491683833,4.888158305,4.4399394,5.122592369,4.469040535,5.108066573,4.923514153,4.40211044,4.562549274,5.112916762,4.952097571,4.879013563,4.641508354
23,5.255794027,4.572842756,4.657489455,5.108603154,5.357981142,4.188484134,4.501590977,5.502839268,4.797334758,5.138700021,4.747692073,4.786101211,4.697489891,5.025382796,4.415374051,5.393192296,4.097962921,5.413029025,4.962742555,4.518632356,4.820543003,4.449648162,5.050634521,4.56833317,5.138729941,4.960453702,4.319066148,4.470130465,5.163144376,5.011498763,4.899202423,4.642652781
24,5.361039357,4.534872315,4.668567108,5.068640167,5.345521477,4.26380669,4.374456397,5.506041986,4.859693294,5.105014769,4.763358002,4.7784717,4.714098749,5.089392437,4.531013962,5.501894662,4.094758526,5.201800565,5.11289133,4.575468579,4.900024062,4.571837714,5.066112647,4.486152438,5.145694315,4.965394718,4.41606993,4.506348202,5.186650536,4.95896413,4.935312646,4.635500114
25,5.445508943,4.593881132,4.680704967,5.10686765,5.358381605,4.270564257,4.628824292,5.536685232,4.816255945,5.09745233,4.886040538,4.880954198,4.733935478,5.180348175,4.633995405,5.533328247,4.25007357,5.533902277,5.16083596,4.673838407,4.870578063,4.512703136,5.044741632,4.503172116,5.092480572,4.926786039,4.183191494,4.541975026,5.168666688,5.105232755,4.914494981,4.745446817
26,5.357156481,4.552020549,4.642175937,5.101560528,5.362147453,4.200300094,4.491701173,5.562676432,4.830720226,5.147478447,5.077439536,5.011498763,4.803947,5.374227512,4.698456296,5.691732545,4.341903817,5.637227654,5.288190104,4.845155607,4.869623396,4.514205563,5.098229953,4.543017726,5.192746878,4.959651625,4.407895454,4.543809742,5.270847639,5.125287469,4.8993198,4.732057444
27,5.366489008,4.543591756,4.663048099,5.115459932,5.506436037,4.225457917,4.596721658,5.532451831,4.768062867,5.064469368,5.438620584,5.017980214,4.964195795,5.616591643,5.00670307,6.103491382,4.492147053,5.981027949,5.595701316,5.134115903,4.876666021,4.565264597,5.141985199,4.504463264,5.140255843,4.96147097,4.477505659,4.567025254,5.285447748,5.080109865,4.900258816,4.741799743
28,5.493343252,4.632052162,4.657875123,5.232928969,5.451234709,4.090591639,4.626426446,5.543250524,4.688510543,5.146541107,5.980773632,5.862516213,5.318859061,6.024973933,5.358205539,6.744106203,4.79720173,6.500597645,6.084711047,5.588972814,4.956566284,4.488265225,5.098860855,4.551350077,5.162009731,4.932860304,4.468095928,4.557488365,5.242018987,5.098344396,4.923069098,4.798352026
29,5.528852267,4.652475776,4.666310623,5.079619396,5.431296254,4.219882506,4.631767104,5.592322532,4.878091314,5.13055267,6.983100633,6.530861372,5.935876895,6.858116528,6.006256199,7.351033799,5.580478625,7.33724199,6.871372314,6.442241668,4.926375219,4.564912466,5.168465471,4.578905492,5.175046413,4.904601769,4.475471122,4.55024033,5.25619449,5.118588032,4.968439256,4.806998805
30,5.56602168,4.580540387,4.70374609,5.175533248,5.345438824,4.206912337,4.680348923,5.522893982,4.911065334,5.162345094,8.219780779,7.797360189,6.731898985,8.090231683,7.047093156,8.91643338,6.538681621,8.80587981,8.127241169,7.593652247,5.022330992,4.599178193,5.060908929,4.599355306,5.140328505,4.881252112,4.498741131,4.601794025,5.329365988,5.213110193,4.925971304,4.932021057
31,5.527021185,4.622243839,4.705060713,5.165814705,5.396709138,4.21352458,4.674245314,5.624584464,4.92627985,5.196650645,9.922535032,9.593238073,8.278146537,9.675393653,8.571696862,10.87866534,7.740574829,10.74747409,9.775751067,9.328145266,4.934971135,4.760719463,5.231841764,4.595254444,5.197985809,5.01552312,4.562956181,4.630502785,5.234121947,5.245797411,5.005898199,4.861715114
32,5.533030333,4.693021177,4.666326273,5.14259556,5.476869866,4.192034791,4.649750951,5.585455972,4.819752804,5.160366451,12.22224179,11.64557652,10.13133658,12.02347346,10.41820619,13.58704,9.738180616,13.31120775,11.9803276,11.37610946,4.929783068,4.90941423,5.125178476,4.577706569,5.259174487,4.993642074,4.547079532,4.587406947,5.376692431,5.274128328,4.976729992,4.850461585
33,5.63505506,4.704792423,4.791441869,5.178403398,5.562852498,4.134213997,4.726838076,5.787136645,4.982642863,5.272101058,15.29950917,14.35993853,12.41433331,14.6061265,12.84850334,16.60669871,12.04254724,16.04358994,14.59901834,14.00320439,5.052731658,5.231262215,5.113196511,4.558887109,5.240057112,5.027193757,4.634382936,4.703728138,5.310953435,5.331611244,5.037613489,4.912591236
34,5.571831846,4.663157092,4.710929568,5.17574285,5.544270237,4.119122098,4.778362707,5.700334609,4.95896413,5.24866756,18.00520987,16.9216684,14.75634612,17.61172832,15.2979324,20.2386511,14.06678365,19.44762341,17.47707332,16.78241084,5.073879098,5.564965286,5.075854945,4.656617511,5.299458305,5.036049439,4.795096768,4.756706634,5.25335426,5.6314374,5.047449689,4.875359223
35,5.588943749,4.758621347,4.786520415,5.20291956,5.594364335,4.068164231,4.762595051,5.750580388,4.926089113,5.278640639,21.10545745,19.94964523,17.62651783,20.81849393,18.15093353,24.29922942,16.35767147,23.16812508,20.66177204,19.88508783,5.216732607,5.871671626,5.13618677,4.619923196,5.307087816,5.067739158,5.052872511,4.945993962,5.310357606,5.815322238,5.0374391,4.950637064
36,5.706438217,4.74722043,4.783703365,5.202672509,5.621576257,4.163717567,4.816216819,5.747855562,5.032806897,5.273752722,23.99033595,23.06095979,20.86714842,24.51078486,20.76095568,28.15890925,17.79530609,26.56188805,23.53598488,23.06917619,5.504801142,6.120266524,5.15209975,4.587079968,5.345587502,5.131173092,5.449412874,5.217931531,5.372294703,6.321812772,5.016784924,4.792640792
37,5.677780321,4.804150454,4.81739059,5.180546927,5.668218001,4.130515501,4.857557031,5.840321272,5.188285431,5.209557234,26.54682466,26.14916784,23.55370882,27.50603025,24.17530436,32.29583722,21.23381908,29.23101466,25.96943836,26.3315404,5.883777117,6.230845526,5.200492648,4.625416444,5.666001809,5.090218967,6.063172351,5.319803667,5.365072099,6.618659436,5.028937645,4.835380585
38,5.729355815,4.880649017,4.749116248,5.246763816,5.763205412,4.244003498,4.854221844,5.838915592,5.18247247,5.275139239,28.50878274,29.04809135,26.28187004,30.30201964,26.54568442,35.79786882,22.85661606,31.42514178,26.38925765,29.41426164,6.146116034,6.41107805,5.220874342,4.535744259,5.745437899,5.225862868,6.713315676,6.219958801,5.413079329,6.919312472,5.072996468,4.780142926
39,5.311767249,4.868063957,4.762442461,5.308261587,5.806439307,4.43661148,4.87285965,5.812270433,5.222858015,5.351616416,29.78065156,30.78071696,28.97211414,32.02728822,28.48213814,39.06832772,23.90205888,32.76162865,28.65809618,31.80841208,6.507100895,6.486991684,5.285598026,4.611635453,5.808930118,5.238676534,7.392163799,7.053101396,5.406907251,7.039190255,4.978901468,4.916691609
40,5.665007248,4.769970245,4.846265354,5.204242008,5.81216144,4.349329875,4.870445035,5.825385926,5.154967105,5.322901711,30.78631647,35.47605214,31.45942372,33.6275977,29.40319618,41.2808859,24.14669789,33.66562788,29.73912941,34.05421312,6.638056001,6.621194781,5.272319044,4.634382936,5.870978034,5.296883345,7.91668574,7.931874336,5.387491123,7.270313573,5.084592203,4.917395872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Cycling A.Green 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Page 1, Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, PCR NTC, PCR NTC
1,10.66092373,9.698062104,10.09923451,10.61541543,10.54681795,10.03104624,9.726536529,10.86202574,10.28294586,10.76228987,10.24349039,10.14889284,10.71934551,11.21258361,10.10462603,10.66262303,9.471560998,10.56925689,10.62049723,9.596507864,10.60748514,9.565067013,10.69565881,10.1836169,10.54943378,10.16076469,9.758580475,9.583135259,10.57788096,9.995075497,10.44968338,9.671072709
2,10.88693065,9.989064368,9.894301929,10.632283,10.74591185,10.06082801,9.892541273,11.24393726,10.36687048,10.93025537,10.36416243,10.35701025,10.6130857,10.95663168,10.07834921,10.89758653,9.534541144,10.82742046,10.77897307,9.815009791,10.80109865,10.06125407,10.79837382,10.12566894,10.71203683,10.4638234,9.863314377,9.883471936,10.71356273,10.06790265,10.52011466,9.720541913
3,10.83609903,9.989979909,9.946135653,11.05994252,10.80937373,10.15051935,10.04228929,11.42442969,10.5179348,10.94776133,10.38132296,10.44491787,10.69492129,11.21930484,10.29678798,11.0602477,9.77399041,11.0247607,10.80382347,9.896585447,10.81951847,10.25433199,10.94459214,10.24738689,10.8018616,10.47257191,10.01860427,9.978578681,10.93179804,10.25382796,10.64347295,9.960150477
4,11.14257376,10.27138619,10.12272613,11.01439798,11.02006561,10.09602284,10.09719997,11.49178738,10.66643778,11.03743742,10.55102676,10.63375804,10.73805982,11.18540802,10.43523817,11.0780499,9.634546426,11.24132143,11.01505194,10.094782,10.92643071,10.30324372,11.06355383,10.3530429,10.9922179,10.45653086,10.23399123,9.936566066,10.82495359,10.38557641,10.51194018,10.09174487
5,11.26115816,10.25202818,10.16556039,11.09671285,11.22453651,10.04251718,10.34938074,11.5832409,10.79229003,11.10189212,10.65775921,10.69403118,10.83543145,11.19216558,10.54583701,11.27536079,9.698307338,11.33832521,10.95022624,10.19811297,11.0784568,10.26967387,11.12273703,10.47393135,11.00046364,10.73483928,10.17395285,10.06332494,11.06889448,10.45297496,10.8690013,10.17800236
6,11.28205128,10.38853285,10.23282724,11.23298766,11.25986701,10.02250706,10.23749578,11.80089156,10.94180863,11.33919716,10.86169877,10.6122976,10.68837263,11.39555493,10.43439661,11.50624153,9.868554426,11.30673177,11.13389792,10.32959487,10.99979291,10.37715216,11.22568093,10.48323415,11.17126865,10.5798937,10.12863355,10.24266931,11.10786368,10.59983215,11.07642227,10.25929438
7,11.39369366,10.31824598,10.40752488,11.08669668,11.37395754,10.19277231,10.37888151,11.91718711,11.00539348,11.54507134,10.82900086,10.80280062,10.859259,11.2688894,10.51031256,11.22975001,9.668468405,11.54945195,11.13508049,10.24719615,11.15800717,10.53635462,11.32012338,10.55513495,11.01319905,10.73765633,10.20171253,10.31471733,11.14577648,10.74092724,11.0826276,10.35281038
8,11.60723278,10.49539001,10.45700771,11.10093843,11.43651953,10.28962797,10.4625391,11.8829633,11.09554691,11.29310674,10.89901071,10.67368582,10.7596813,11.31074998,10.44973033,11.72374128,9.657434958,11.5171576,11.15340599,10.3427685,11.06300886,10.40730689,11.33480837,10.6005515,11.24905994,10.83009079,10.40817884,10.47862465,11.07296356,10.66793434,11.11892228,10.23258271
9,11.66497727,10.53036,10.38176899,11.36306663,11.40283231,10.28176371,10.45319295,12.15533684,11.19888228,11.29080426,10.85657609,11.01525315,10.86618425,11.42344876,10.82444495,11.71313039,9.626698929,11.63160026,11.11034816,10.57373922,11.22819867,10.52089214,11.46903299,10.45747721,11.42442969,11.08038961,10.4728216,10.38681621,11.13359274,10.83273178,11.13650369,10.41876478
10,11.62595778,10.77563516,10.66319524,11.25327433,11.59544812,10.29656999,10.53940642,12.06197937,11.32884282,11.52188398,11.01675949,11.08328156,10.75689835,11.35057603,10.64872642,11.66664123,9.763637751,11.69680323,11.14234124,10.46663263,11.35261692,10.67028188,11.48870832,10.81289505,11.31209982,10.99892097,10.14343481,10.64891925,11.35596755,10.83801374,11.41069657,10.45385417
11,11.75097276,10.57764935,10.8059698,11.33404933,11.74141044,10.35975687,10.6502104,12.36965674,11.19320465,11.55342712,11.09683023,11.22911421,11.02006561,11.57592998,10.58040233,11.78128735,9.562066072,11.9547897,11.45283495,10.58470665,11.35500114,10.58794919,11.45399405,10.74408077,11.36339361,11.02492943,10.53689958,10.52512834,11.43073676,10.93374315,11.33765672,10.56575367
12,11.56434319,10.62733654,10.75636197,11.58903639,11.65603985,10.20327197,10.61112383,12.28698059,11.19918306,11.45198569,11.12666078,11.14122225,10.86547998,11.4227948,10.59993388,11.92899468,9.697489891,11.81705607,11.2968897,10.58101269,11.36390224,10.72872002,11.53342271,10.75925372,11.448492,11.1369732,10.45055197,10.5757011,11.58177714,11.14194705,11.38933394,10.56493985
13,11.75755322,10.7794817,10.74657699,11.55024727,11.73194386,10.21632207,10.73526687,12.2636759,11.50933525,11.47282259,11.32677195,11.18435442,10.87632563,11.61189768,10.65866155,11.99664302,9.639124132,12.10979453,11.36733552,10.64458468,11.22739757,10.55568271,11.63700694,10.90775921,11.47979814,11.29587243,10.48386358,10.58553562,11.55129756,11.10492925,11.43534576,10.7316701
14,11.99786374,10.80357824,10.81613969,11.5397443,12.06591897,10.33831431,10.71265501,12.30672814,11.36128082,11.63225757,11.11031183,11.18303197,10.65761298,11.66650318,10.72251469,12.069632,9.756364284,12.23914409,11.51944254,10.82080822,11.32219425,10.69190127,11.56252384,10.86055015,11.52176046,11.27674416,10.77298684,10.67002365,11.60249074,11.35528725,11.57425422,10.84000916
15,12.04994787,10.81966379,10.81386536,11.66742962,11.97713327,10.1465453,10.78936828,12.52613107,11.52607826,11.55342712,11.23318329,11.14998529,10.66710536,11.63520765,10.6097153,12.23376822,9.673202614,12.19971516,11.42811729,10.76101437,11.35811164,10.82719158,11.64403245,10.86311567,11.55014056,11.29871883,10.61159334,10.65243218,11.74346063,11.17952239,11.80519315,10.97784899
16,12.1232929,10.77935454,10.83216166,11.75947422,12.15022058,10.2085204,10.88355606,12.61278052,11.53636552,11.84017935,11.4633402,11.19802396,10.8314641,11.76317998,10.60701563,12.07622468,9.610131991,12.32024327,11.47372807,10.72840031,11.42982122,10.75586655,11.81272692,10.8662356,11.76508736,11.48403525,10.71564813,10.61226825,11.54715583,11.30000998,11.62050813,10.88355606
17,12.12351088,10.89188983,10.97550927,11.78137343,12.1793698,10.2792401,10.80529488,12.75839519,11.61809211,11.85765876,11.31578546,11.11232401,10.81737494,11.6614023,10.56174999,12.35246433,9.497433215,12.44024458,11.49233234,10.78736553,11.51455965,10.8986977,11.98924826,10.89008649,11.78105483,11.35641805,10.60257877,10.76829175,11.85790329,11.41429334,11.75849328,10.95772161
18,12.30604903,10.86398762,11.18603682,11.8066095,12.31238739,10.18043793,10.95302764,12.70193681,11.53012385,11.64599069,11.28770886,11.24254215,10.78841459,11.7395285,10.96391241,12.55588617,9.579504954,12.52231632,11.47442543,10.84774766,11.52644715,10.79052633,11.72350652,10.75425345,11.82065563,11.39827137,10.67602553,10.92088197,12.02652527,11.32102738,11.8080851,11.01810374
19,12.3267074,10.84371492,11.06289987,11.86025083,12.39408185,10.22725043,10.78741639,12.84428168,11.52644715,11.72796685,11.21788793,11.19834185,10.82790366,11.82737687,10.89972279,12.57449044,9.35753649,12.55566818,11.59522175,10.6881232,11.38593001,10.82464841,11.86271575,10.78188615,11.85206378,11.46609856,10.65678352,10.87947916,12.04958008,11.5424328,11.88405323,11.19543537
20,12.25484746,10.86008064,11.07024087,11.91058213,12.34936118,10.11258978,10.9760179,12.99141387,11.357181,11.63019174,11.38053066,11.28087751,10.77744717,11.70355242,10.90168104,12.71663409,9.17753872,12.46954554,11.75178658,10.99940725,11.3265372,10.90039128,11.7191468,10.87853819,11.99460848,11.54988065,10.78952722,10.92420305,12.17565042,11.60601205,11.77734907,11.23440401
21,12.44449531,10.7929605,11.03627832,11.98694264,12.66885379,10.1619217,10.94496943,13.01104099,11.50701915,11.81328044,11.2628748,11.4515438,10.95163477,11.96412956,10.72676541,12.75305453,9.083226227,12.43610285,11.61927567,11.00289921,11.26148514,10.88778897,11.97721319,10.78747452,12.04250984,11.55315044,10.69903927,10.94936548,12.05685746,11.54975713,11.96551461,11.39203362
22,12.59632258,10.82300625,11.14102804,11.75249866,12.56458381,10.07400626,11.05129575,12.54389694,11.70999139,11.78779787,11.50530251,11.49109988,10.71569899,11.78231245,10.88469629,12.84140594,9.545738918,12.84844857,11.77473324,11.00234167,11.46268624,11.00518807,11.89833132,10.89576327,11.90933961,11.79487179,10.80633031,10.87630383,12.2043837,11.69227639,11.97314412,11.33409628
23,12.65158203,10.96818494,11.13425396,12.07077643,12.73225503,10.07389726,11.01426719,13.07535414,11.54375525,11.85249612,11.55433483,11.49124241,10.74747409,11.973934,10.74680196,12.91007154,9.585717556,12.99346405,11.88347194,11.15053025,11.43358511,10.84112815,11.84219991,11.06562469,12.03774065,11.66574023,10.77650815,10.84448514,12.05070355,11.52447166,12.04893984,11.42512329
24,12.71391877,11.01134617,11.19903214,11.72221538,12.90302892,10.10463329,10.28315023,12.94401029,11.67282477,11.89517052,11.58684291,11.6147315,10.82200351,12.14788685,11.02366238,13.19788017,9.912696596,12.30370149,11.91784107,10.99281736,11.39533583,10.89209328,12.00408179,10.90002797,12.06189777,11.81811246,10.75303273,10.92851148,12.22819867,11.93255512,11.92568856,11.65606165
25,12.77877688,11.05760281,11.13527123,12.00399509,12.714471,10.02690674,10.99020153,13.126421,11.71478708,11.87335012,12.07211649,11.8008189,11.02499545,12.185268,11.18314641,13.48017207,10.14865809,13.25663132,12.12868442,11.49165915,11.41594186,11.04854912,11.86846723,10.85503342,12.21332113,11.82245541,10.22605151,11.03519748,12.30452313,11.82269017,12.02610467,11.59034613
26,12.9282063,11.02429119,11.21960667,12.07010431,12.92754508,9.902669239,10.86164106,13.00860227,11.83536689,11.93153786,12.56997533,12.16622161,11.09859089,12.48089897,11.36304148,13.76461869,10.21275436,13.53627832,12.5892017,11.79815835,11.42759049,10.88960098,12.03031459,10.97914369,12.28327787,11.83052313,10.67074301,11.0071648,12.28239363,12.07731238,11.94879508,11.80509143
27,12.66030147,10.97908424,11.07459119,12.04577707,13.06422958,9.665700262,11.07014295,13.2218251,11.54097047,11.98524961,13.21795165,12.08504362,11.72154465,13.3635244,12.01886397,14.93412211,10.60752706,14.40017372,13.24015157,12.55386659,11.64448659,11.03308665,12.1934844,11.0237043,12.36929013,11.81582361,10.85539534,10.9313453,12.6177942,12.03849633,12.16093182,11.83245594
28,12.75257496,10.90199893,11.37000585,12.2247067,13.0239821,9.698198345,11.15224689,13.28333069,11.20880798,11.96154726,14.86029192,14.43602206,12.43121996,14.70454719,13.07305802,16.37238553,11.60971782,15.92278935,14.28377966,13.75870791,11.57375012,11.04224206,11.98819969,11.10297297,12.06483911,11.86865797,10.75924533,10.98344396,12.50985478,11.97146563,12.19454079,11.70190914
29,12.91961039,11.03979335,11.35779863,12.06460435,12.82393632,10.25983934,11.31059739,13.30499515,11.88092877,12.16073619,17.36954808,16.597825,14.09105276,16.73609522,15.12026652,18.43311644,13.60846524,18.52625592,16.7254139,16.31138577,11.64888991,11.28016258,11.858498,11.04365841,12.46356909,11.9789044,10.99158211,11.24212926,12.59261681,12.04261082,12.10706285,11.90356298
30,12.98095892,11.02934819,11.36829829,11.95827747,12.89509422,10.1495971,11.23592209,13.08954802,11.83057399,11.94842451,20.8705272,19.96632843,16.22390071,20.22746842,17.95500496,23.03392953,16.1585921,22.44335088,20.3730244,19.5834287,11.59339793,11.30778295,12.08688923,10.9321355,12.14188983,11.76235834,10.97025581,11.10279131,12.55632214,12.20768703,12.19293943,11.98666596
31,13.30445857,11.20419114,11.5007248,12.09092197,12.85267414,10.03840187,11.20599093,13.29964611,12.06192983,12.02583861,26.8689577,25.24216761,20.6886514,25.56967015,22.25121436,29.17477302,19.7410326,28.38003684,25.25958139,24.65342947,11.66108325,11.6552224,12.14818418,10.95140002,12.40068012,11.79051906,11.05232755,11.15075465,12.4435289,12.32725516,12.16472701,11.98247392
32,13.19469422,11.21403471,11.27244984,12.17466494,13.12644643,9.962615396,11.32651764,13.45273518,11.62775616,12.16078649,34.09475853,32.12667168,26.29750006,32.02868696,28.21763725,37.69835261,25.52306166,36.770646,32.89311055,31.44947992,11.72841121,12.15747311,12.1320414,11.17580936,12.3025864,11.9687408,11.15805077,11.24470021,12.58742148,12.41615712,12.18073222,12.10762697
33,13.09946339,11.224067,11.54530295,12.3167555,13.13942638,9.869433636,11.27707114,13.44284616,12.17395285,12.21825096,43.67812854,40.62256809,34.06246026,41.21516311,36.00573303,48.41053812,33.39160372,45.36114835,41.42891203,39.99792913,11.90956486,12.97529128,12.16547319,10.97581445,12.39856565,11.86259838,11.29003292,11.28170698,12.59239883,12.85255677,12.28898044,12.07729785
34,13.45311666,11.41861219,11.53100809,12.19991499,13.13670994,9.724339901,11.40600149,13.58238237,12.26923454,12.34810915,52.71798784,49.1837377,41.57734689,51.07218104,43.56379543,59.92261496,39.73144121,57.51745251,50.46311131,49.66459496,12.0629689,13.72783774,12.21515221,11.24319946,12.52351524,11.6953282,11.66312439,11.66816714,12.74967575,13.44289311,12.23172171,12.09148371
35,13.35327905,11.47020676,11.53233278,12.457084,13.23966641,9.641699092,11.54693784,13.63405344,12.08678024,12.41779202,63.00849223,59.54422475,50.68518877,61.32272244,53.66480624,73.01489662,47.69909209,68.78604308,60.754654,58.83085374,12.42611512,14.7208144,12.18765823,11.19630732,12.48778007,12.01434348,12.38095238,11.7700974,12.66522293,13.96540897,12.22670211,12.14227131
36,13.44723103,11.4428579,11.40095428,12.28656443,13.42571977,9.875638972,11.67794744,13.61151704,12.07893274,12.30245925,72.76386664,68.87955182,60.86093581,73.11752717,62.1295055,85.98822708,52.53724836,79.98607614,69.56454566,68.87432016,13.1169822,15.36044353,12.19287404,11.12829568,12.8780276,12.1079491,13.47249561,12.64604156,12.78116019,15.1513368,12.46000865,11.60230629
37,13.46672262,11.50518513,11.7067216,12.47719321,13.48134585,9.823860024,11.8302023,13.84878309,12.71062652,12.34831261,80.12550546,79.2085654,69.88682892,83.74303807,72.53182778,98.38606499,63.30764731,88.40619516,77.53621293,80.76630808,13.97061548,15.8689468,12.31775006,11.04087337,13.23801531,12.24122334,14.9953678,13.15611069,12.76264591,16.12682427,12.5654524,11.87245805
38,13.75906004,11.55067267,11.58222593,12.50989112,13.86235188,10.0988276,11.73876555,14.07816434,12.63705243,12.49441411,86.97019404,88.47649566,78.92215818,92.45939829,80.59205005,100,68.73083085,95.91868849,80.05531395,89.79977983,15.07413341,16.28798861,12.25747056,11.05767461,13.67764226,12.33213804,16.94485771,15.58567396,12.84227893,16.99179283,12.39267332,11.82675924
39,12.53931923,11.6147315,11.75707637,12.43533989,13.72592617,10.4653493,11.81876642,13.97170541,12.58458487,12.38073439,90.68652883,94.17584933,86.54840925,98.42457535,86.55244199,100,71.35130377,99.86622924,87.38337119,97.29315851,15.89618143,16.36214745,12.23125048,11.19401846,13.78408484,12.49947865,19.03516031,18.06444394,12.78283477,17.43638259,12.31642852,11.96906778
40,13.65693359,11.64390529,11.57940414,12.39512147,13.79885088,10.3443257,11.94822105,13.89120317,12.46802941,12.40852761,94.80212318,100,96.29886555,100,89.76479308,100,72.82530963,100,90.00544238,100,16.33184851,17.07293812,12.39370456,11.28201216,14.44028,12.87392778,20.5547926,20.28544544,13.01566824,17.9734929,12.39889431,11.934408
