Excel Raw Data Export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Copyright (c) 2008 Corbett Life Science, a QIAGEN Company. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File,Run 2024-03-29 71C S315T OLAGEN PCR 1.rex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,3/29/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,10:07:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Cycling A.g2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Page 1, Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, PCR NTC, PCR NTC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Cycling A.Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Page 1, Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Wild-Type (S315), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), Mutant (S315T), OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, OLA NTC, PCR NTC, PCR NTC
1,5.745784695,5.707891457,5.994397759,5.992217899,6.117995836,5.591023,5.550214898,5.612878614,5.914941852,5.873306521,5.59188656,5.824572112,5.480931672,5.527428092,6.043793393,6.147955291,5.688277256,5.653249627,5.42839704,5.505607691,5.389009689,5.901015899,5.265888457,5.397592889,5.889505608,5.906415245,5.921332806,5.527389944,5.844898978,5.495830179,5.935759518,5.935407387
2,5.919410566,5.80734898,6.103053885,6.015324418,6.186484321,5.641495149,5.618880496,5.753942403,6.017923482,5.98720422,5.642132339,5.957249307,5.570051626,5.638844383,6.073853666,6.156034398,5.8070751,5.735748954,5.566382195,5.567739653,5.521695059,5.89618143,5.292337428,5.421421487,5.964986414,5.94908573,5.961699855,5.648126955,5.89705709,5.609451203,5.875922353,6.04435289
3,5.981155108,5.927176318,6.171729392,6.141044226,6.262397955,5.763637751,5.765621424,5.821178135,6.02848742,6.102409836,5.778591592,5.987085319,5.689326314,5.70941736,6.192823173,6.261430642,5.871562633,5.790362838,5.571890534,5.592431525,5.549229419,6.05067169,5.384460033,5.435498354,6.075665675,5.964634282,6.043404981,5.694190127,5.943287302,5.657500354,5.975759954,6.133657294
