"Excel Raw Data Export"
"Copyright (c) 2013 QIAGEN GmbH. All Rights Reserved."
"File","Run 2024-04-15 braf group 3.rex"
"Date","4/15/2024"
"Time","3:30:18 PM"

"Operator","djn"
"Run Id",""
"Notes",""
"Machine Serial No","0512168"

"Channel","Gain"
"Green","5"
"Yellow","5"
"Orange","5"
"Red","5"
"Crimson","7"
"HRM","7"
"Green 2","7"
"Green 3","9"

"Channel","Threshold"


"Channel Cycling A.Green"

"ID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"Page 1"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF WT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF MUT"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," BRAF NTC"," PCR NTC"," PCR NTC"
"22","2.4893013448747","2.24460212100404","2.22280351829448","2.46346009220809","2.24231326771954","2.23119598033766","2.36602033809633","2.34367677031902","2.52231631952392","2.50481930774904","2.51305191337235","2.46268875703529","2.50927679172129","2.23201342793927","2.36142900740063","2.44508219330833","2.30220492866407","2.34890843496932","2.36525738700149","2.40427688585162","2.36260522367183","2.54182606894898","2.41375927803028","2.31355382619974","2.56371913227029","2.39449266686621"
"23","2.49052669057247","2.26056540544982","2.24558305812597","2.51057861037261","2.25670761170876","2.22803518294477","2.42313267719539","2.35792579029018","2.54901960784314","2.50867856870375","2.54189873095801","2.42618448157473","2.46095325289649","2.25888020577881","2.35416189822232","2.4780651560235","2.29928028280054","2.3247119859617","2.36222374812441","2.3598077363241","2.31467624463733","2.54439103786781","2.38640203162977","2.2865057426742","2.52787496321486","2.36996085473998"
"24","2.49284733348592","2.28569975331248","2.15877012283513","2.49801087750275","2.22759921089058","2.2240024414435","2.39337758449683","2.35306833498639","2.63194652299711","2.57591363393606","2.60765784913187","2.54651276853154","2.57986463067717","2.31228037106351","2.4591674442899","2.51862872256555","2.29514763103685","2.29929984564912","2.33697006688538","2.36303560634071","2.33825436789502","2.49672811357407","2.35129789718941","2.27283131151293","2.54640377551799","2.42512808775111"
"25","2.52982845338075","2.2703077040454","2.25518170951909","2.49734701096569","2.23849851224536","2.26423539584446","2.40493922801087","2.35119728825382","2.72569728280417","2.71213855191882","2.79359993024447","2.68765872107598","2.59403372243839","2.4780651560235","2.5185969329366","2.6543655474761","2.28122377355611","2.30199951875392","2.37313003621083","2.37964446478981","2.33626524539777","2.52504114486261","2.38315403982605","2.2909660721517","2.5426298924239","2.41550316624704"
"26","2.51869230182345","2.3216014930366","2.28078780150192","2.50736247806516","2.21993336893772","2.25811725468397","2.42017624170291","2.38117036697948","2.92495104397141","2.89510596216936","3.02913383252134","2.95231555657282","2.91457490908166","2.69385315734595","2.80023397166908","2.89604497890147","2.29321300504638","2.31533858679659","2.35179674982834","2.37544823376822","2.35991672933765","2.56257666191289","2.38193331807431","2.31126497291524","2.57358663309682","2.38203504488696"
"27","2.56857022964828","2.30763361914655","2.28253168971869","2.51926451514458","2.25986114290074","2.30422968349267","2.44707760386405","2.36765523329955","3.26479489331401","3.23409882759849","3.43410156639729","3.34515907530327","3.33832185972264","3.08679840288904","3.13585615828692","3.28545815213245","2.29829480430304","2.32629657669713","2.37053991505811","2.39121588972814","2.36471242193375","2.50583657587549","2.3896645558353","2.31655427810154","2.57999542229343","2.39719233997101"
"28","2.55059038950897","2.3334859235523","2.27217008723074","2.54533201088477","2.26572999747639","2.28193586124463","2.43972686350805","2.38333206174817","3.87895235915378","3.85624093995575","4.07023509793022","3.96211402849077","3.93530174715801","3.65178912031739","3.70753541364665","3.84178574153397","2.28685787394874","2.34284674660047","2.36689228220471","2.38087692425069","2.35024150336579","2.51275399913532","2.38570319407232","2.30322219679052","2.57713980533848","2.40364808000423"
"29","2.58073657478556","2.35196023934866","2.29870228954688","2.54637862328409","2.32710256605885","2.29582883737152","2.47338572264184","2.39817327709294","4.68386576420451","4.64648954463557","4.90002406230376","4.72887261259886","4.772920322474","4.4053886145898","4.42100815183901","4.64922051829811","2.31538050718641","2.32155118856881","2.33932543385507","2.33216543127278","2.36992955418224","2.54245822842756","2.39312326746522","2.31831493447424","2.59647516594186","2.4254215304799"
"30","2.60351611461705","2.39882723517422","2.33837574647829","2.5733250498643","2.2983901731899","2.33501182574197","2.47994318948771","2.44896402140623","5.66596093690394","5.77172503242542","5.91378652628366","5.81204406336015","5.80333300635429","5.41858766853045","5.39242934527897","5.71309517521465","2.32787278335459","2.34245059891661","2.40787365529869","2.36280085215768","2.31570916304265","2.5043869687953","2.45123470918847","2.3350998585606","2.59719451983128","2.39719233997101"
"31","2.66095543275676","2.44337631291168","2.31608476973549","2.60917536724358","2.33475750871036","2.36864899312895","2.51926451514458","2.47207054027837","6.7856870374609","6.96625212990514","7.03267973856209","6.86798402889042","6.76879312036098","6.40350722749441","6.38094148165103","6.71974626426446","2.29743648432135","2.32340406979913","2.36743724727245","2.34607461661707","2.35141527428092","2.54718852521553","2.41784288293787","2.31642125073116","2.60656791899639","2.42547239388622"
"32","2.67826352330816","2.46498599439776","2.37146998877372","2.63808143231352","2.37898324050762","2.36677602299026","2.54912860085668","2.5149919890135","7.95991963581801","8.17982308510495","8.22257826606648","8.00345871162992","7.87335011825742","7.44957186705871","7.3883010252889","7.79221026932174","2.31708247501335","2.31871737021657","2.36692861320923","2.37001220721752","2.38905419495944","2.56057286727921","2.40939955748836","2.34695494480342","2.62760357061112","2.40427688585162"
"33","2.70644185041072","2.5176212358634","2.43381399252308","2.6948606440481","2.40166105352647","2.4350129156721","2.5833524071107","2.50743877317464","9.02712836107205","9.34939345387961","9.31736222374812","9.19012741283284","9.01775496190694","8.43507831148023","8.40216242138879","8.91997540604706","2.3422598611429","2.33899007073647","2.34404008036418","2.39217866134781","2.29333562218662","2.56310877139442","2.41702906843671","2.32954400956232","2.61081864652476","2.41143409374126"
"34","2.76646066987106","2.56707611708756","2.43794290433042","2.75327251523177","2.43305104142824","2.43991760128176","2.62705860554339","2.52801302103202","10.0787013398595","10.4539559014267","10.3804946102955","10.2308472026943","10.0534065766384","9.34300373846036","9.20940660011385","9.78037907770112","2.32113198467055","2.35163326030801","2.38106137396593","2.40384091379743","2.35446707866026","2.51675767583298","2.42707459118537","2.33757316156034","2.62836652170596","2.39918775052673"
"35","2.77466239414054","2.58546519475794","2.46356908522164","2.78430198778104","2.45698863202869","2.50001467213644","2.6949340047303","2.54694874058573","10.8832430507871","11.5514957309418","11.3480074260573","11.1096243346186","11.0276951247425","10.2324653297416","9.95498588540475","10.6978459347423","2.3357747768368","2.33422344294397","2.38457821520307","2.37265074642049","2.41855497062638","2.53604943923095","2.47163456822418","2.35839082714798","2.63152731909885","2.40774649678289"
"36","2.83360036621652","2.65114606153746","2.37313003621083","2.80820499405988","2.48979552910658","2.53593206213943","2.71939245617433","2.58564126039521","11.5007248035401","12.5589888354823","12.0588528736846","11.8235484855421","11.7284911370514","10.7254711223011","10.1295745276061","11.4082987280515","2.32679738562091","2.35021635113189","2.37805987405438","2.41186447641014","2.4151761872064","2.58475115078457","2.46869175685838","2.36045331032742","2.65072685763919","2.42019824990756"
"37","2.84306095979248","2.63405931064434","2.55610415372375","2.87458173931051","2.54456905978993","2.58141959767046","2.7718013275349","2.64642303095038","11.9987138824401","13.3975599436803","12.5754294534336","12.3946687325035","12.2122021311767","11.0526181938404","10.9320401312276","11.9147991704641","2.32028686961166","2.34336960818993","2.36890446091636","2.40749217975128","2.39108873121233","2.5419182938066","2.45834580464931","2.33593826635713","2.63030324371592","2.46257137994378"
"38","2.89463645380331","2.72856743216093","2.58159175073801","2.85776048421963","2.58349112549158","2.58074939749303","2.76669542405409","2.63614862287327","12.2941939421683","14.1541513342841","12.9334379666263","12.7002013017119","12.5937794054068","11.3942386293039","11.1462795234825","12.1818875410086","2.31652297754381","2.34824609281007","2.3573008970125","2.39675636791682","2.46204318303197","2.5434609641522","2.45629561811754","2.35634511212447","2.60969965158567","2.42226073308701"
"39","2.89741082142089","2.74897148323562","2.59283479928937","2.83872303785327","2.59699015793088","2.59981035215643","2.78106573368647","2.66684105548834","12.4345769436179","14.8845889747698","13.2395490372144","13.0131481905343","12.8308028788688","11.5411025230206","11.3715680824859","12.5396294405221","2.34073395895323","2.37223293986855","2.38475036827062","2.4149582011793","2.46019030180165","2.55029119300119","2.47320134279393","2.35129789718941","2.66989285986768","2.46339301958437"
"40","2.90672629422916","2.64705882352941","2.60275316352222","2.86879784339157","2.58793011367971","2.62584291423843","2.70745911853717","2.6801963327484","12.821520307215","15.347047379263","13.5034714274815","13.1582067127959","13.052349344407","11.6601367028844","11.5051851330176","12.80865773427","2.3128608122886","2.33604725937067","2.38557200791122","2.41438417130795","2.46404592965591","2.56642876464346","2.51501378761621","2.33878419504421","2.62248089897438","2.46433203631647"
"41","2.94407568474861","2.7417192557957","2.59403372243839","2.88665481158042","2.63347242518678","2.61903504293067","2.81854479794512","2.69086982293666","13.0274408077109","15.8057017878487","13.7132829785611","13.3943694209201","13.2258525978485","11.8580720225834","11.5871562632835","12.9411764705882","2.31882636323012","2.36921746649373","2.38768479555845","2.42562960805121","2.47348744945449","2.56097250832888","2.5056403884511","2.32934055593703","2.65485182399808","2.46727484768226"
"42","2.94285496299687","2.75621532659757","2.63577804662721","2.87776177076461","2.59412348139072","2.61873426413367","2.8397039749752","2.70224561938913","13.2115663385977","16.1923290717065","13.8233513898426","13.5206923236221","13.4503191678747","12.0139365733323","11.8068207827878","13.1539308330336","2.32496630299331","2.34025711451896","2.36636911573968","2.45660715648127","2.41830065359477","2.55261637729022","2.54050976870844","2.38345922026398","2.65190901263229","2.46107677831184"
"43","2.95262073701076","2.75716653835216","2.65832506802981","2.90204797872456","2.61821340329008","2.65519696854098","2.82400898102432","2.69016556038758","13.2210034567553","16.5229048817971","14.0352483405814","13.7853273605162","13.6511904971507","12.1530479896239","11.8837262531472","13.3167391470207","2.34378576333257","2.34038182767869","2.36762798504616","2.46972355738664","2.5208857862211","2.55839300700825","2.52253430555101","2.36692861320923","2.66041046768902","2.47524810582718"
"44","2.95848959158641","2.78148493758473","2.68090115423601","2.93817552961522","2.63654099772205","2.68723113309975","2.86572908454346","2.70171881982365","13.2300207791975","16.646829938201","14.1835151700109","13.9033086645813","13.6248823783729","12.2157860450376","11.9486860892217","13.4352418010006","2.34645609216449","2.33103358074747","2.42193375404637","2.50611828089512","2.51901019811297","2.55871998604889","2.51163500419623","2.3522872183893","2.67061493858244","2.48416876478218"
